address,length,value
0x00c387a0,58,10CUtlVectorI24SubscribedWorkshopFile_t10CUtlMemoryIS0_EE
0x00c387e0,60,12CProtoBufMsgI38CAccountHardware_SaveHardware_ResponseE
0x00c38820,56,12CProtoBufMsgI37CAccountHardware_SaveHardware_RequestE
0x00c38860,60,12CProtoBufMsgI41CUserAccount_CancelLicenseForApp_ResponseE
0x00c388a0,60,12CProtoBufMsgI40CUserAccount_CancelLicenseForApp_RequestE
0x00c388e0,32,29CClientJobCancelLicenseForApp
0x00c38900,56,12CProtoBufMsgI37CFamilyGroups_GetFamilyGroup_ResponseE
0x00c38940,56,12CProtoBufMsgI36CFamilyGroups_GetFamilyGroup_RequestE
0x00c38980,80,27CClientServiceMethodRPCImplIN21AuthenticationService19CRevokeRefreshTokenEE
0x00c389e0,64,12CProtoBufMsgI44CAuthentication_RefreshToken_Revoke_ResponseE
0x00c38a20,64,12CProtoBufMsgI43CAuthentication_RefreshToken_Revoke_RequestE
0x00c38a60,32,28CAPIJobInvalidateCredentials
0x00c38a80,48,43CClientJobChatRoomSendSubscribedChatMessage
0x00c38ac0,40,35CClientJobChatRoomGetMessageHistory
0x00c38b00,40,37CClientJobRequestChatRoomSubscription
0x00c38b40,36,30CClientJobGetMarketEligibility
0x00c38b80,44,38CAPIJobUpdateSteamAnnouncementLastRead
0x00c38bc0,68,12CProtoBufMsgI46CPlayer_NewSteamAnnouncementState_NotificationE
0x00c38c20,44,41CClientJobNotifyNewSteamAnnouncementState
0x00c38c60,44,39CAPIJobRequestNewSteamAnnouncementState
0x00c38ca0,32,29CAPIJobRequestAccountLinkInfo
0x00c38cc0,56,12CProtoBufMsgI36CPlayer_LastPlayedTimes_NotificationE
0x00c38d00,36,32CUserOnNotifyLastPlayedTimes_Job
0x00c38d40,72,12CProtoBufMsgI51CGameNotifications_OnUserStatusChanged_NotificationE
0x00c38d88,32,28CUserOnUserStatusChanged_Job
0x00c38dc0,76,12CProtoBufMsgI56CGameNotifications_OnNotificationsRequested_NotificationE
0x00c38e20,40,37CUserOnGameNotificationsRequested_Job
0x00c38e48,24,19CClientJobAcceptSSA
0x00c38e60,36,31CClientJobSendSteamServiceCheck
0x00c38ea0,56,12CProtoBufMsgI35CPlayer_GetLastPlayedTimes_ResponseE
0x00c38ee0,56,12CProtoBufMsgI34CPlayer_GetLastPlayedTimes_RequestE
0x00c38f20,36,31CClientJobSubmitOfflinePlaytime
0x00c38f60,56,12CProtoBufMsgI35CParental_PlaytimeUsed_NotificationE
0x00c38fa0,36,31CUserOnParentalPlaytimeUsed_Job
0x00c38fe0,56,12CProtoBufMsgI35CParental_ParentalLock_NotificationE
0x00c39020,40,35CUserOnParentalLockNotification_Job
0x00c39060,56,12CProtoBufMsgI37CParental_ParentalUnlock_NotificationE
0x00c390a0,40,37CUserOnParentalUnlockNotification_Job
0x00c390e0,64,12CProtoBufMsgI45CParental_ParentalSettingsChange_NotificationE
0x00c39120,40,37CUserOnParentalChangeNotification_Job
0x00c39148,32,28CAPIJobRequestSurveySchedule
0x00c39180,64,12CProtoBufMsgI42CMsgClientDPSendSpecialSurveyResponseReplyE
0x00c391c0,56,12CProtoBufMsgI37CMsgClientDPSendSpecialSurveyResponseE
0x00c39200,36,32CAPIJobSendSpecialSurveyResponse
0x00c39240,60,12CProtoBufMsgI38CMsgClientDPCheckSpecialSurveyResponseE
0x00c39280,52,12CProtoBufMsgI30CMsgClientDPCheckSpecialSurveyE
0x00c392b4,32,27CAPIJobRequestSpecialSurvey
0x00c392d4,32,26CAPIJobRequestMicroTxnInfo
0x00c392f4,28,24CAPIJobAuthorizeMicroTxn
0x00c39310,28,25CAPIJobDisableTestLicense
0x00c3932c,28,24CAPIJobEnableTestLicense
0x00c39360,84,12CProtoBufMsgI64CMarketingMessages_DoesUserHavePendingMarketingMessages_ResponseE
0x00c393c0,84,12CProtoBufMsgI63CMarketingMessages_DoesUserHavePendingMarketingMessages_RequestE
0x00c39420,48,42CClientJobCheckForPendingMarketingMessages
0x00c39460,68,12CProtoBufMsgI47CMarketingMessages_MarkMessageSeen_NotificationE
0x00c394c0,56,12CProtoBufMsgI36CMsgClientRequestOfflineMessageCountE
0x00c39500,56,12CProtoBufMsgI37CMsgClientRequestCommentNotificationsE
0x00c39540,56,12CProtoBufMsgI34CMsgClientRequestItemAnnouncementsE
0x00c39578,32,27CAPIJobRequestNotifications
0x00c395a0,40,12CProtoBufMsgI21CMsgClientGamesPlayedE
0x00c395e0,64,12CProtoBufMsgI43CMsgClientRequestEncryptedAppTicketResponseE
0x00c39620,56,12CProtoBufMsgI35CMsgClientRequestEncryptedAppTicketE
0x00c39660,40,35CClientJobRequestEncryptedAppTicket
0x00c396a0,52,12CProtoBufMsgI31CMsgClientGetAppOwnershipTicketE
0x00c396e0,40,35CClientJobUpdateAppOwnershipTickets
0x00c39708,32,27CClientJobGetAvailableSeats
0x00c39740,36,33CClientJobCheckoutSiteLicenseSeat
0x00c39780,32,29CClientJobRequestStoreAuthURL
0x00c397a0,28,24CClientJobGetWGAuthToken
0x00c397c0,36,33CClientJobAuthorizeEmbeddedClient
0x00c39800,36,32CClientJobGetEmbeddedClientToken
0x00c39840,36,12CProtoBufMsgI16CMsgClientUIModeE
0x00c39880,48,12CProtoBufMsgI28CMsgClientKickPlayingSessionE
0x00c398c0,52,12CProtoBufMsgI30CMsgClientDeregisterWithServerE
0x00c398f4,29,N5CUser18MarketingMessage_tE
0x00c39914,8,5CUser
0x00c3991c,32,18CScheduledFunctionI5CUserE
0x00c39940,56,17CInternalCallbackI5CUser24RequestAccountLinkInfo_tE
0x00c39980,56,17CInternalCallbackI5CUser23VRHMDHardwareDetected_tE
0x00c399c0,64,17CInternalCallbackI5CUser33RemoteStorageAppSyncStatusCheck_tE
0x00c39a00,64,17CInternalCallbackI5CUser33RemoteStorageConflictResolution_tE
0x00c39a40,60,17CInternalCallbackI5CUser30RemoteStorageAppSyncedClient_tE
0x00c39a80,60,17CInternalCallbackI5CUser30RemoteStorageAppSyncedServer_tE
0x00c39ac0,56,17CInternalCallbackI5CUser23AppInfoUpdateComplete_tE
0x00c39b00,56,17CInternalCallbackI5CUser26SteamServersDisconnected_tE
0x00c39b40,56,17CInternalCallbackI5CUser23SteamServersConnected_tE
0x00c39b78,20,17CSharedRunningApp
0x00c39b8c,23,20AppOwnershipTicket_t
0x00c39ba4,14,11CClientGame
0x00c39bb4,13,10OwnerDLC_s
0x00c39bc4,24,21CSTimeCumulativeTimer
0x00c39be0,32,16CCumulativeTimerIyLy1000000EE
0x00c39c00,20,16CPeriodicFunctor
0x00c39c14,20,17CScheduledFunctor
0x00c39c3c,34,Software\Valve\Steam\ConnectCache
0x00c39c68,36,use legacy token persistence scheme
0x00c39c94,35,/data/src/public/tier1/utlstring.h
0x00c39cb7,21,eyAidHlwIjogIkpXVCIs
0x00c39ccc,13,GetCachedJWT
0x00c39cd9,27,cached creds not available
0x00c39cf4,37,- callback definition not available 
0x00c39d19,20,SetLoginInformation
0x00c39d30,28,25LogOnCredentialsChanged_t
0x00c39d4c,28,25LoginInformationChanged_t
0x00c39e25,6,https
0x00c39e2b,6,steam
0x00c39e31,7,chrome
0x00c39e4b,7,mailto
0x00c39e5b,11,javascript
0x00c39e68,71,( &src < m_Memory.Base() ) || ( &src >= ( m_Memory.Base() + m_Size ) )
0x00c39eb0,35,/data/src/public/tier1/utlvector.h
0x00c39edc,32,Unsupported friend relationship
0x00c39efc,36,/data/src/clientdll/userfriends.cpp
0x00c39f58,40,bitNum >= 0 && bitNum < this->Size()
0x00c39f80,35,/data/src/public/tier1/bitstring.h
0x00c39fa4,38,CUtlHashMap::RemoveAt - Invalid index
0x00c39fcc,36,/data/src/public/tier1/utlhashmap.h
0x00c39ff0,54,CUtlHashMap::RemoveAt - couldn't find bucket for item
0x00c3a026,12,m_sClanName
0x00c3a032,11,m_sClanTag
0x00c3a03d,12,%simages/%s
0x00c3a04c,32,m_pRegisteredWithMgr != nullptr
0x00c3a06c,40,/data/src/clientdll/internalcallbacks.h
0x00c3a094,16,!m_pVoiceSystem
0x00c3a0a4,17,m_iCallback >= 0
0x00c3a0b8,32,m_pRegisteredWithMgr == nullptr
0x00c3a0d8,20,PersonaStateDesired
0x00c3a0ec,20,AutoSignIntoFriends
0x00c3a100,23,config/coplay_%llu.vdf
0x00c3a117,7,coplay
0x00c3a11e,8,steamID
0x00c3a126,7,gameID
0x00c3a12d,9,playTime
0x00c3a138,35,/data/src/public/tier1/utlmemory.h
0x00c3a15b,12,PersonaName
0x00c3a167,19,VoiceReceiveVolume
0x00c3a17a,23,UsePushToTalkFriendsUI
0x00c3a191,14,UsePushToTalk
0x00c3a19f,14,UsePushToMute
0x00c3a1ad,14,PushToTalkKey
0x00c3a1bc,31,CUserFriends::SaveUserSettings
0x00c3a1db,22,CAPIJobSetPersonaName
0x00c3a1f4,37,- callback definition not available 
0x00c3a219,14,!bNeedAPICall
0x00c3a227,20,Must be set by user
0x00c3a23c,49,m_ePersonaStateDesired == k_EPersonaStateOffline
0x00c3a26d,14,EPersonaState
0x00c3a27b,9,m_eState
0x00c3a284,26,SetPersonaStateInternal_t
0x00c3a29e,27,/data/src/common/msgbase.h
0x00c3a2bc,50,steamID.IsValid() && steamID.BIndividualAccount()
0x00c3a2f0,35,CProtoBufMsg::CProtoBufMsg( EMsg )
0x00c3a313,10,[unknown]
0x00c3a320,80,GetFriendPersonaName() called with an invalid steamID; returning an empty name 
0x00c3a370,29,steamID.BIndividualAccount()
0x00c3a390,46,GetFriendAvatar() called with bad steamID %s 
0x00c3a3be,21,IsValidIndex( elem )
0x00c3a3d4,35,/data/src/public/tier1/utlrbtree.h
0x00c3a3f8,41,_IsValidIndex( y; unNodeSize; pMemBase )
0x00c3a421,22,steamIDUser.IsValid()
0x00c3a438,58,steamIDUser.GetEAccountType() == k_EAccountTypeIndividual
0x00c3a488,23,NULL == m_pvStartParam
0x00c3a49f,23,/data/src/common/job.h
0x00c3a4b6,6,pUser
0x00c3a4bc,79,!pToCopy || ( pToCopy + num <= Base() ) || ( pToCopy >= ( Base() + Count() ) )
0x00c3a50b,25,bIsClanOrClanChatAccount
0x00c3a524,48,steamID.GetEAccountType() == k_EAccountTypeClan
0x00c3a554,52,Overflowed friends list in GetFriendByIndex() call 
0x00c3a588,34,eAvatarSize == k_EAvatarSize32x32
0x00c3a5aa,11,count >= 0
0x00c3a5b8,41,SteamAPI called with an invalid steamID 
0x00c3a5e1,20,name_pending_review
0x00c3a5f5,22,avatar_pending_review
0x00c3a610,7,avatar
0x00c3a61b,9,disabled
0x00c3a62c,46,NULL == GetClChatRoomBySteamID( steamIDChat )
0x00c3a65a,30,pClChatRoom->m_bReJoiningChat
0x00c3a678,33,CCopyableUtlVector()  - copycons
0x00c3a69c,81,!pArray || ( Base() >= ( pArray + size ) ) || ( pArray >= ( Base() + Count() ) )
0x00c3a6ed,22,steamIDClan.IsValid()
0x00c3a703,27,steamIDClan.BClanAccount()
0x00c3a720,15,NameHistory\%d
0x00c3a72f,6,%d\%s
0x00c3a735,8,%llu\%s
0x00c3a73d,15,NameHistory\0
0x00c3a74c,52,JoinLobby %s failed; not connect to Steam back-end 
0x00c3a780,51,JoinLobby %s failed; API call rate limit exceeded 
0x00c3a7b4,48,JoinLobby %s failed; invalid steamID passed in 
0x00c3a7e4,125,JoinChatRoom called with steamIDChat %s for which we already have a REJOINING ClChatRoom for - not attempting second rejoin 
0x00c3a864,92,JoinChatRoom called with steamIDChat %s which we already have a CONNECTED ClChatRoom for 
0x00c3a8c0,68,SendChatMsg to lobby %s failed; not connected to Steam back-end 
0x00c3a904,64,SendChatMsg to lobby %s failed; chat msg rate limit exceeded 
0x00c3a944,64,SendChatMsg to lobby %s failed; friend actions limit exceeded 
0x00c3a984,64,SendChatMsg failed; invalid chat/lobby steamID %s passed in 
0x00c3a9c4,36,SendChatMsg failed; empty payload 
0x00c3a9e8,52,SendChatMsg failed; %d chars exceeds limit of %d 
0x00c3aa1c,76,Attempting to send message to chat room (%s) we are no longer a member of
0x00c3aa68,64,Failed to add sent chat message to our own list of chat entries
0x00c3aaa8,46,KickChatMember() passed invalid chat room %s 
0x00c3aad8,45,BanChatMember() passed invalid chat room %s 
0x00c3ab08,47,UnBanChatMember() passed invalid chat room %s 
0x00c3ab38,44,SetLobbyType() passed invalid chat room %s 
0x00c3ab64,48,GetChatRoomEntry() passed invalid chat room %s 
0x00c3ab94,60,GetChatRoomEntry() passed invalid output buffer length %d 
0x00c3abd0,46,GetChatRoomEntry() passed invalid iChatID %d 
0x00c3abfe,13,ClChatMember
0x00c3ac0b,14,pClChatMember
0x00c3ac19,14,bPostCallback
0x00c3ac28,59,Received an unknown update %d to our own chat member state
0x00c3ac64,64,BIsMsgHexEncodedSteamID( eChatEntryType ) == !strData.IsEmpty()
0x00c3aca4,52,steamIDChat.GetEAccountType() == k_EAccountTypeChat
0x00c3acd8,28,pchName && *pchName != '\0'
0x00c3acf4,13,ulGameID > 0
0x00c3ad04,73,ISteamFriends::GetClanName( %s ) called with an invalid clan (group) id 
0x00c3ad50,81,ISteamFriends::GetClanName( %s ) called on a clan this user has no knowledge of 
0x00c3ada4,72,ISteamFriends::GetClanTag( %s ) called with an invalid clan (group) id 
0x00c3adec,80,ISteamFriends::GetClanTag( %s ) called on a clan this user has no knowledge of 
0x00c3ae3c,33,CAPIJobRequestPersonaNameHistory
0x00c3ae60,42,PostOutstandingRequestFriendshipCallbacks
0x00c3ae8c,44,PostOutstandingRequestFriendshipCallbacks()
0x00c3aeb8,15,m_sPersonaName
0x00c3aec7,13,m_mapFriends
0x00c3aed4,7,m_Tree
0x00c3aedb,11,m_Elements
0x00c3aee6,18,m_vecPClChatRooms
0x00c3aef8,9,m_Memory
0x00c3af01,21,m_mapClFriendSources
0x00c3af16,26,m_RateLimitFriendsActions
0x00c3af30,21,m_MapClientUsageInfo
0x00c3af45,20,m_RateLimitChatMsgs
0x00c3af59,27,m_treeSteamIDInvitesPosted
0x00c3af74,20,m_vecSteamIDInvites
0x00c3af88,32,m_vecRichPresenceAppIDsToUpload
0x00c3afa8,40,m_mapAppIdToSteamPipesUsingRichPresence
0x00c3afd0,32,m_vecFriendsWithOfflineMessages
0x00c3aff0,11,m_mapLocks
0x00c3affb,10,m_hashMap
0x00c3b005,17,m_vecHashBuckets
0x00c3b016,11,m_memNodes
0x00c3b021,22,m_bitsMigratedBuckets
0x00c3b037,10,m_listLRU
0x00c3b041,13,Element( i )
0x00c3b050,31,m_mapCachedFriendArraysByFlags
0x00c3b070,34,m_mapCachedFriendArraysByFlags[i]
0x00c3b092,21,m_vecPClChatRooms[i]
0x00c3b0a7,14,m_vecChatMsgs
0x00c3b0b5,13,m_strChatMsg
0x00c3b0c2,18,m_mapPChatMembers
0x00c3b0d4,13,m_mapClClans
0x00c3b0e1,10,pClFriend
0x00c3b0eb,26,clFriendSource.m_vecUsers
0x00c3b105,15,m_vecClanNames
0x00c3b114,16,m_mapClClans[i]
0x00c3b124,18,m_mapCoplayEvents
0x00c3b136,30,m_vecClanNames[i].m_sClanName
0x00c3b154,12,m_mapEvents
0x00c3b160,27,m_mapEvents[i].m_sHeadline
0x00c3b17b,15,m_pVoiceSystem
0x00c3b18a,25,m_mapFriendsWhoPlayGames
0x00c3b1a3,19,m_mapFriendsGroups
0x00c3b1b8,44,m_mapFriendsWhoPlayGames[i]->m_vecFriendIDs
0x00c3b1e4,31,m_sparseFriendsGroupMembership
0x00c3b203,20,pFG->m_strGroupName
0x00c3b217,7,m_mapX
0x00c3b21e,7,m_mapY
0x00c3b225,9,m_memory
0x00c3b22e,27,m_mapFriendsGroupIterators
0x00c3b249,21,m_mapPlayerNicknames
0x00c3b25e,21,m_mapAppToInGameChat
0x00c3b274,34,m_mapPlayerNicknames.Element( i )
0x00c3b296,19,m_mapNameHistories
0x00c3b2a9,24,m_mapAppToInGameChat[i]
0x00c3b2c1,28,m_mapPersonaHistoryInFlight
0x00c3b2e0,39,m_mapNameHistories[i].m_strName[iName]
0x00c3b308,33,m_mapFriendsToDownloadSteamLevel
0x00c3b329,22,m_dictEmoticonToCount
0x00c3b33f,9,CUtlDict
0x00c3b348,13,m_mapClients
0x00c3b355,22,LinkFilter::CListHash
0x00c3b36b,12,m_pHashList
0x00c3b377,15,HashSearchTrie
0x00c3b386,10,m_vecData
0x00c3b390,14,m_vecChildren
0x00c3b39e,18,m_UpdateScheduler
0x00c3b3b0,30,m_vecFriendsUIActiveClanChats
0x00c3b3d0,41,m_vecOverlayBrowserProtocolRegistrations
0x00c3b3f9,12,m_strScheme
0x00c3b405,22,m_mapProfileItemCache
0x00c3b41b,21,m_mapAppRichPresence
0x00c3b430,21,m_mapProfileItemDefs
0x00c3b445,19,m_mapEquippedItems
0x00c3b458,10,mapTokens
0x00c3b462,19,setPendingRequests
0x00c3b475,9,Key( i )
0x00c3b488,32,CUserFriends::CheckForAutoAway
0x00c3b4a8,58,StartChatRoomVoiceSpeaking() passed unknown chat room %s 
0x00c3b4e4,56,EndChatRoomVoiceSpeaking() passed unknown chat room %s 
0x00c3b51c,32,CUserFriends::OnFriendsSignOut
0x00c3b53c,40,CUserFriends::PostPersonaStateCallback
0x00c3b568,25,UserFriends().RunFrame()
0x00c3b581,8,Unknown
0x00c3b58c,33,Remote was initiator (untracked)
0x00c3b5ad,10,Connected
0x00c3b5b7,7,Failed
0x00c3b5be,16,SignalingFailed
0x00c3b5ce,9,Untested
0x00c3b5d7,19,NAT Testing failed
0x00c3b5ea,20,No UDP connectivity
0x00c3b5fe,14,Open Internet
0x00c3b60c,14,Full Cone NAT
0x00c3b61a,20,Restricted Cone NAT
0x00c3b62e,25,Port Restricted Cone NAT
0x00c3b647,16,Unspecified NAT
0x00c3b657,14,Symmetric NAT
0x00c3b665,23,Symmetric UDP Firewall
0x00c3b67c,6,store
0x00c3b682,12,lobbyinvite
0x00c3b68e,25,remoteplaytogetherinvite
0x00c3b6a8,121,ActivateGameOverlayInviteDialogConnectString() connect string parameter is larger than the max allowed sized (%d bytes) 
0x00c3b721,8,friends
0x00c3b72e,24,chatroomgroup/%llu/%llu
0x00c3b7e0,9,gamedata
0x00c3b7e9,6,lobby
0x00c3b7f0,40,CUserFriends::RequestFriendsWhoPlayGame
0x00c3b818,41,CUserFriends::GetCountFriendsWhoPlayGame
0x00c3b844,98,GetClanOfficerCount() called with unknown clan ID %s - has RequestClanOfficerList() been called? 
0x00c3b8a6,30,CAPIJobRequestClanOfficerList
0x00c3b8c4,13,time_created
0x00c3b8d1,12,TimeCreated
0x00c3b8dd,9,RealName
0x00c3b8e6,9,CityName
0x00c3b8ef,10,StateName
0x00c3b8f9,12,CountryName
0x00c3b905,9,Headline
0x00c3b90e,8,Summary
0x00c3b918,32,CAPIJobRequestFriendProfileInfo
0x00c3b938,91,GetClanOwner() called with unknown clan ID %s - has RequestClanOfficerList() been called? 
0x00c3b994,51,FindRichPresenceMap called for non-cached user %s 
0x00c3b9c8,58,SetRichPresenceUpdatedTime called for non-cached user %s 
0x00c3ba04,59,InviteUserToGame( '%s'; '%s' ) has an invalid steamID set 
0x00c3ba40,87,InviteUserToGame( '%s'; '%s' ) has a connect string that is too long (max length: %d) 
0x00c3ba98,81,SetRichPresence( '%s' ) has a key length that is too long (%d bytes is the max) 
0x00c3baec,80,SetRichPresence( '%s' ) has a key length that is zero; must have an actual key 
0x00c3bb3c,51,SetRichPresence( '%s' ) key contains invalid UTF8 
0x00c3bb70,88,SetRichPresence( '%s' ) set to to bigger data value than allowed (%d bytes is the max) 
0x00c3bbc8,53,SetRichPresence( '%s' ) value contains invalid UTF8 
0x00c3bbfd,16,connect_private
0x00c3bc10,51,SetRichPresence( '%s' ) failed to find local user 
0x00c3bc43,21,__session_share_link
0x00c3bc58,25,__session_share_link.url
0x00c3bc71,30,__session_share_link.join_url
0x00c3bc90,45,__session_share_link.invite_qrcode_image_url
0x00c3bcc0,67,SetRichPresence( '%s' ) discarding unrecognized session share key 
0x00c3bd04,67,SetRichPresence() - too many different keys set; limit is %d keys 
0x00c3bd47,14,steam_display
0x00c3bd55,19,GetRichPresenceLoc
0x00c3bd68,70,Bad steamID %s passed into CUserFriends::RequestFriendRichPresence() 
0x00c3bdb0,152,RequestFriendRichPresence( %s ) called on user that we have very recently received data for; ignoring and posting immediate FriendRichPresenceUpdate_t 
0x00c3be48,8,pFriend
0x00c3be50,8,connect
0x00c3be5c,46,Rich presence updated for non-cached user %s 
0x00c3be8a,21,%s "%s" : %s %s %s  
0x00c3be9f,21,CAPIJobRequestTrade
0x00c3beb4,105,CClientJobDownloadClanActivityCounts called with an invalid Clan steamID provided (%s); request dropped 
0x00c3bf20,37,CClientJobDownloadClanActivityCounts
0x00c3bf45,24,CAPIJobGetFollowerCount
0x00c3bf5d,19,CAPIJobIsFollowing
0x00c3bf70,30,CAPIJobEnumerateFollowingList
0x00c3bf8e,27,cubHash == k_EHashTypeFull
0x00c3bfac,39,/data/src/clientdll/clientlinkfilter.h
0x00c3bfd3,29,cubHash == k_EHashTypePrefix
0x00c3bff0,26,GetUpdateProfileItemsLock
0x00c3c00c,33,Player.GetProfileItemsEquipped#1
0x00c3c02d,14,Cache-Control
0x00c3c03b,18,max-stale=2678400
0x00c3c050,35,m_iRefs > 0 && m_iRefs < 0x1000000
0x00c3c074,34,/data/src/public/tier1/refcount.h
0x00c3c098,80,GetECommunityProfileItemPropertyString failed; item property %u not handled 
0x00c3c12c,68,GetProfileItemPropertyUint failed; item property %u not handled 
0x00c3c184,36,CAPIJobDownloadCommunityItemAsset
0x00c3c1a8,32,CAPIJobGetEquippedProfileItems
0x00c3c1dc,17,nWalkY == nWalkX
0x00c3c1f0,35,/data/src/public/tier1/utlsparse.h
0x00c3c214,75,InternalElement( nWalkX ).m_yt == y && InternalElement( nWalkX ).m_xt == x
0x00c3c25f,18,nColumnCount == 0
0x00c3c271,15,nRowCount == 0
0x00c3c280,12,nNode != -1
0x00c3c28c,15,m_cNodes != -1
0x00c3c29b,14,%s overflow! 
0x00c3c2a9,23,nLast != nInsertBefore
0x00c3c2c0,29,nNode != refNewNode.m_nNextX
0x00c3c2dd,29,nNode != refNewNode.m_nNextY
0x00c3c2fa,29,nNode != refNewNode.m_nPrevY
0x00c3c317,29,nNode != refNewNode.m_nPrevX
0x00c3c334,47,elem >= 0 && num >= 0 && INT_MAX - elem >= num
0x00c3c363,25,elem + num <= Count()
0x00c3c37c,33,/data/src/public/tier1/utldict.h
0x00c3c39d,19,IsValidIndex(elem)
0x00c3c3b0,39,/data/src/public/tier1/utllinkedlist.h
0x00c3c3d7,17,Invalid index %u
0x00c3c3e8,15,nGrowSize >= 0
0x00c3c3f7,24,m_nAllocationCount >= 0
0x00c3c40f,9,num >= 0
0x00c3c418,17,numElements >= 0
0x00c3c42c,34,numElements <= m_nAllocationCount
0x00c3c44e,10,m_pMemory
0x00c3c458,8,num > 0
0x00c3c460,69,Packet dump: raw size %u; header size %u; body size %u; var size %u 
0x00c3c4a5,17,Header dump: %s 
0x00c3c4b6,23,Struct dump: %u bytes 
0x00c3c4d9,24,VarData dump: %u bytes 
0x00c3c4f8,34,m_TotalElements != InvalidIndex()
0x00c3c520,92,*20SteamClientJobLambdaIZN12CUserFriends25GetLocalizedDisplayStringEjP10ClFriend_tEUlvE_E
0x00c3c57c,43,Community.GetAppRichPresenceLocalization#1
0x00c3c5a7,8,english
0x00c3c5af,7,m_pObj
0x00c3c5b8,37,/data/src/common/scheduledfunction.h
0x00c3c5dd,7,m_Func
0x00c3c5e4,25,lobbyinviteconnectstring
0x00c3c600,32,nRichPresenceUploadThrottleSecs
0x00c3c620,40,CClientJobGetFriendsSteamLevelsResponse
0x00c3c648,29,CClientVoiceCallPreAuthorize
0x00c3c668,37,CClientVoiceCallPreAuthorizeResponse
0x00c3c68d,23,CClientJobInviteToGame
0x00c3c6a4,27,CClientJobRichPresenceInfo
0x00c3c6bf,22,Dumps list of friends
0x00c3c6d5,13,user_friends
0x00c3c6e4,31,CClientJobIncomingTradeRequest
0x00c3c703,30,CClientJobInitiateTradeResult
0x00c3c724,36,CClientJobIncomingTradeSessionStart
0x00c3c748,23,CClientJobEmoticonList
0x00c3c75f,23,nMicroSeconds >= 50000
0x00c3c776,15,m_sDisplayName
0x00c3c785,19,m_sPlaceholderName
0x00c3c798,17,m_sGameExtraInfo
0x00c3c7a9,16,m_kvProfileInfo
0x00c3c7b9,6,m_pkv
0x00c3c7bf,23,m_mapAppToRichPresence
0x00c3c7d6,19,m_strDisplayString
0x00c3c7e9,18,m_sPrivateConnect
0x00c3c7fb,8,m_mapRP
0x00c3c804,37,CRateLimitBase::BCheckClientInternal
0x00c3c829,24,CRateLimitBase::Cleanup
0x00c3c844,46,CRateLimitBase::FlagAttemptSuccessfulInternal
0x00c3c874,60,CClientJob started for msg of type %s; got account type %s
0x00c3c8b0,32,/data/src/clientdll/clientjob.h
0x00c3c8d0,20,NULL inPtr provided
0x00c3c8e9,15,m_pBaseUser
0x00c3c8f8,48,Narrowing ptr '%s' to class '%s' returned NULL.
0x00c3caa0,155,10CUtlMemoryIN11CUtlHashMapI8CSteamIDN14CUtlHashMapLRUIS1_7CUtlPtrI5CLockE10CDefEqualsIS1_E11HashFunctorIS1_EE15ElementBucket_tES7_S9_S1_E12HashBucket_tEE
0x00c3cb40,98,N14CUtlHashMapLRUI8CSteamID7CUtlPtrI5CLockE10CDefEqualsIS0_E11HashFunctorIS0_EE15ElementBucket_tE
0x00c3cbc0,148,10CUtlMemoryIN11CUtlHashMapI8CSteamIDN14CUtlHashMapLRUIS1_7CUtlPtrI5CLockE10CDefEqualsIS1_E11HashFunctorIS1_EE15ElementBucket_tES7_S9_S1_E6Node_tEE
0x00c3cc60,172,10CUtlVectorIN11CUtlHashMapI8CSteamIDN14CUtlHashMapLRUIS1_7CUtlPtrI5CLockE10CDefEqualsIS1_E11HashFunctorIS1_EE15ElementBucket_tES7_S9_S1_E12HashBucket_tE10CUtlMemoryISD_EE
0x00c3cd20,145,10CUtlMemoryIN10CUtlRBTreeIN7CUtlMapIPKc10CUtlStringi22CDefCaselessStringLessE6Node_tEiNS6_8CKeyLessE25CDefRBTreeBalanceListenerIiES3_E6Node_tEE
0x00c3cdc0,152,10CUtlMemoryIN10CUtlRBTreeIN7CUtlMapIjN12CUserFriends20AppRichPresenceMap_tEi8CDefLessE6Node_tEiNS5_8CKeyLessE25CDefRBTreeBalanceListenerIiEjE6Node_tEE
0x00c3ce60,99,10CUtlMemoryIN11CUtlHashMapIjP17CProfileItemCache10CDefEqualsIjE11HashFunctorIjEjE12HashBucket_tEE
0x00c3cee0,125,11CUtlHashMapI8CSteamIDN14CUtlHashMapLRUIS0_7CUtlPtrI5CLockE10CDefEqualsIS0_E11HashFunctorIS0_EE15ElementBucket_tES6_S8_S0_E
0x00c3cf60,107,10CUtlMemoryIN11CUtlHashMapIj26UserEquippedProfileItems_t10CDefEqualsIjE11HashFunctorIjEjE12HashBucket_tEE
0x00c3cfe0,97,10CUtlMemoryIN11CUtlHashMapIy16ProfileItemDef_t10CDefEqualsIyE11HashFunctorIyEyE12HashBucket_tEE
0x00c3d060,154,10CUtlMemoryIN10CUtlRBTreeIN7CUtlMapI10CUtlStringS2_i22CDefCaselessStringLessE6Node_tEiNS4_8CKeyLessE25CDefRBTreeBalanceListenerIiE10StringViewE6Node_tEE
0x00c3d100,141,10CUtlMemoryIN10CUtlRBTreeIN7CUtlMapI8CSteamIDP14ClChatMember_ti8CDefLessE6Node_tEiNS6_8CKeyLessE25CDefRBTreeBalanceListenerIiES2_E6Node_tEE
