address,length,value
0x00bd9478,30,ChatRoomVoiceRetryConnections
0x00bd9498,20,GetClanRelationship
0x00bd94ac,19,GetClanInviteCount
0x00bd94c0,20,TestVoiceDisconnect
0x00bd94d4,27,TestChatRoomPeerDisconnect
0x00bd94f0,13,IsClanPublic
0x00bd9500,24,IsClanOfficialGameGroup
0x00bd9518,21,GetChatRoomLockState
0x00bd9530,23,GetChatRoomPermissions
0x00bd9548,29,NotifyChatRoomDlgsOfUIChange
0x00bd9568,27,ClearSerializedChatRoomDlg
0x00bd9584,20,HasHardwareMicBoost
0x00bd9598,17,GetMicDeviceName
0x00bd95ac,20,TestVoicePacketLoss
0x00bd95c0,17,VoiceIsAvailable
0x00bd95d4,18,GetFriendClanRank
0x00bd95e8,20,ActivateGameOverlay
0x00bd95fc,26,ActivateGameOverlayToUser
0x00bd9618,29,ActivateGameOverlayToWebPage
0x00bd9638,27,ActivateGameOverlayToStore
0x00bd9660,32,ActivateGameOverlayInviteDialog
0x00bd9680,50,ActivateGameOverlayRemotePlayTogetherInviteDialog
0x00bd96c0,45,ActivateGameOverlayInviteDialogConnectString
0x00bd9700,35,ProcessActivateGameOverlayInMainUI
0x00bd9724,30,NotifyGameOverlayStateChanged
0x00bd9760,32,NotifyGameServerChangeRequested
0x00bd9780,25,NotifyLobbyJoinRequested
0x00bd97a0,32,NotifyRichPresenceJoinRequested
0x00bd97c0,29,GetFriendGamePlayedExtraInfo
0x00bd97e0,23,RequestUserInformation
0x00bd97f8,26,FindFriendVoiceChatHandle
0x00bd9814,21,DeleteFriendRegValue
0x00bd982c,26,RequestFriendsWhoPlayGame
0x00bd9848,27,GetCountFriendsWhoPlayGame
0x00bd9864,22,GetFriendWhoPlaysGame
0x00bd987c,22,GetCountFriendsInGame
0x00bd9894,14,SetPlayedWith
0x00bd98a4,23,RequestClanOfficerList
0x00bd98bc,13,GetClanOwner
0x00bd98cc,20,GetClanOfficerCount
0x00bd98e0,22,GetClanOfficerByIndex
0x00bd98f8,16,SetRichPresence
0x00bd9908,18,ClearRichPresence
0x00bd991c,22,GetFriendRichPresence
0x00bd9934,30,GetFriendRichPresenceKeyCount
0x00bd9960,32,GetFriendRichPresenceKeyByIndex
0x00bd9980,26,RequestFriendRichPresence
0x00bd999c,25,RequestFriendProfileInfo
0x00bd99b8,21,GetFriendProfileInfo
0x00bd99d0,17,InviteUserToGame
0x00bd99e4,13,RequestTrade
0x00bd99f4,14,TradeResponse
0x00bd9a04,19,CancelTradeRequest
0x00bd9a18,11,HideFriend
0x00bd9a24,17,JoinClanChatRoom
0x00bd9a38,18,LeaveClanChatRoom
0x00bd9a4c,23,GetClanChatMemberCount
0x00bd9a64,21,GetChatMemberByIndex
0x00bd9a7c,20,SendClanChatMessage
0x00bd9a90,19,GetClanChatMessage
0x00bd9aa4,16,IsClanChatAdmin
0x00bd9ab4,28,IsClanChatWindowOpenInSteam
0x00bd9ad0,26,OpenClanChatWindowInSteam
0x00bd9aec,27,CloseClanChatWindowInSteam
0x00bd9b08,28,SetListenForFriendsMessages
0x00bd9b24,21,ReplyToFriendMessage
0x00bd9b3c,17,GetFriendMessage
0x00bd9b50,17,GetFollowerCount
0x00bd9b64,12,IsFollowing
0x00bd9b70,23,EnumerateFollowingList
0x00bd9b88,28,RequestFriendMessageHistory
0x00bd9bc0,46,RequestFriendMessageHistoryForOfflineMessages
0x00bd9c00,35,GetCountFriendsWithOfflineMessages
0x00bd9c24,28,GetFriendWithOfflineMessage
0x00bd9c40,29,ClearFriendHasOfflineMessage
0x00bd9c60,20,GetFriendSteamLevel
0x00bd9c74,20,RequestEmoticonList
0x00bd9c88,17,GetEmoticonCount
0x00bd9c9c,16,GetEmoticonName
0x00bd9cac,21,ClientLinkFilterInit
0x00bd9cc4,16,LinkDisposition
0x00bd9cd4,28,GetFriendPersonaName_Public
0x00bd9cf0,25,GetPlayerNickname_Public
0x00bd9d0c,31,SetFriendsUIActiveClanChatList
0x00bd9d40,38,GetNumChatsWithUnreadPriorityMessages
0x00bd9d80,38,SetNumChatsWithUnreadPriorityMessages
0x00bd9dc0,33,RegisterProtocolInOverlayBrowser
0x00bd9e00,32,HandleProtocolForOverlayBrowser
0x00bd9e20,28,RequestEquippedProfileItems
0x00bd9e3c,24,BHasEquippedProfileItem
0x00bd9e54,29,GetProfileItemPropertyString
0x00bd9e74,27,GetProfileItemPropertyUint
0x00bd9e90,27,DownloadCommunityItemAsset
0x00bd9eac,30,GetMultiplayerSessionShareURL
0x00bd9ecc,15,IClientBilling
0x00bd9edc,17,HasActiveLicense
0x00bd9ef0,15,GetLicenseInfo
0x00bd9f00,27,PurchaseWithActivationCode
0x00bd9f1c,18,EnableTestLicense
0x00bd9f30,19,DisableTestLicense
0x00bd9f44,17,GetAppsInPackage
0x00bd9f58,26,RequestFreeLicenseForApps
0x00bd9f74,13,IClientUtils
0x00bd9f84,15,GetInstallPath
0x00bd9f94,30,GetUserBaseFolderInstallImage
0x00bd9fc0,35,GetUserBaseFolderPersistentStorage
0x00bd9fe4,22,GetManagedContentRoot
0x00bd9ffc,25,GetSecondsSinceAppActive
0x00bda018,30,GetSecondsSinceComputerActive
0x00bda038,18,SetComputerActive
0x00bda04c,21,GetConnectedUniverse
0x00bda064,14,GetSteamRealm
0x00bda074,18,GetServerRealTime
0x00bda088,13,GetIPCountry
0x00bda098,13,GetImageSize
0x00bda0a8,13,GetImageRGBA
0x00bda0b8,18,GetNumRunningApps
0x00bda0cc,23,GetCurrentBatteryPower
0x00bda0e4,22,GetBatteryInformation
0x00bda0fc,15,SetOfflineMode
0x00bda10c,15,GetOfflineMode
0x00bda11c,23,SetAppIDForCurrentPipe
0x00bda134,9,GetAppID
0x00bda140,22,SetAPIDebuggingActive
0x00bda158,19,IsAPICallCompleted
0x00bda16c,24,GetAPICallFailureReason
0x00bda184,17,GetAPICallResult
0x00bda198,26,AllocPendingAPICallHandle
0x00bda1c0,39,SetAPICallResultWithoutPostingCallback
0x00bda1e8,21,SignalAppsToShutDown
0x00bda200,30,SignalServiceAppsToDisconnect
0x00bda220,17,TerminateAllApps
0x00bda234,10,GetCellID
0x00bda240,18,BIsGlobalInstance
0x00bda254,19,CheckFileSignature
0x00bda268,18,IsSteamClientBeta
0x00bda27c,11,GetBuildID
0x00bda288,17,SetCurrentUIMode
0x00bda29c,17,GetCurrentUIMode
0x00bda2b0,18,BIsWebBasedUIMode
0x00bda2c4,25,SetDisableOverlayScaling
0x00bda2e0,21,ShowGamepadTextInput
0x00bda2f8,28,GetEnteredGamepadTextLength
0x00bda314,27,GetEnteredGamepadTextInput
0x00bda330,23,GamepadTextInputClosed
0x00bda348,8,SetSpew
0x00bda350,19,BDownloadsDisabled
0x00bda364,17,SetFocusedWindow
0x00bda378,19,GetSteamUILanguage
0x00bda38c,24,SetLastGameLaunchMethod
0x00bda3a4,20,SetVideoAdapterInfo
0x00bda3b8,16,SetLauncherType
0x00bda3c8,16,GetLauncherType
0x00bda3d8,17,ShutdownLauncher
0x00bda3ec,29,SetOverlayWindowFocusForPipe
0x00bda420,36,GetGameOverlayUIInstanceFocusGameID
0x00bda444,21,GetFocusedGameWindow
0x00bda460,32,SetControllerConfigFileForAppID
0x00bda480,32,GetControllerConfigFileForAppID
0x00bda4a0,19,IsSteamRunningInVR
0x00bda4b4,17,StartVRDashboard
0x00bda4c8,28,IsVRHeadsetStreamingEnabled
0x00bda4e4,29,SetVRHeadsetStreamingEnabled
0x00bda504,28,GenerateSupportSystemReport
0x00bda520,23,GetSupportSystemReport
0x00bda538,15,GetAppIdForPid
0x00bda548,24,BIsClientUIInForeground
0x00bda560,35,AllowSetForegroundThroughWebhelper
0x00bda584,19,SetClientUIProcess
0x00bda598,22,SetOverlayBrowserInfo
0x00bda5b0,24,ClearOverlayBrowserInfo
0x00bda5c8,22,GetOverlayBrowserInfo
0x00bda5e0,31,SetOverlayNotificationPosition
0x00bda600,28,SetOverlayNotificationInset
0x00bda61c,29,DispatchClientUINotification
0x00bda63c,30,RespondToClientUINotification
0x00bda65c,24,DispatchClientUICommand
0x00bda680,34,DispatchComputerActiveStateChange
0x00bda6a4,24,DispatchOpenURLInClient
0x00bda6bc,29,DispatchClearAllBrowsingData
0x00bda6dc,30,DispatchClientSettingsChanged
0x00bda6fc,26,DispatchClientPostMessage
0x00bda718,13,IsSteamChina
0x00bda728,24,NeedsSteamChinaWorkshop
0x00bda740,15,InitFilterText
0x00bda750,11,FilterText
0x00bda75c,25,GetIPv6ConnectivityState
0x00bda778,29,RecordSteamInterfaceCreation
0x00bda798,23,GetCloudGamingPlatform
0x00bda7b0,9,TestHTTP
0x00bda7bc,9,DumpJobs
0x00bda7c8,23,SteamRuntimeSystemInfo
0x00bda7e0,17,BGetMacAddresses
0x00bda7f4,21,BGetDiskSerialNumber
0x00bda80c,26,GetSteamEnvironmentForApp
0x00bda828,29,ShowFloatingGamepadTextInput
0x00bda860,32,DismissFloatingGamepadTextInput
0x00bda880,24,DismissGamepadTextInput
0x00bda8a0,34,FloatingGamepadTextInputDismissed
0x00bda8c4,20,SetGameLauncherMode
0x00bda8d8,25,IsRunningOnSteamHardware
0x00bda8f4,30,GetSteamHardwareDefaultConfig
0x00bda914,25,ScheduleConnectivityTest
0x00bda930,25,GetConnectivityTestState
0x00bda94c,20,GetCaptivePortalURL
0x00bda960,19,ClearAllHTTPCaches
0x00bda974,28,ShowControllerLayoutPreview
0x00bda990,17,GetFocusedGameID
0x00bda9a4,20,GetFocusedWindowPID
0x00bda9b8,27,RecordFakeReactRouteMetric
0x00bda9d4,30,SetWebUITransportWebhelperPID
0x00bda9f4,22,GetWebUITransportInfo
0x00bdaa0c,16,DumpHTTPClients
0x00bdaa1c,14,BGetMachineID
0x00bdaa2c,23,NotifyMissingInterface
0x00bdaa44,24,IsSteamInTournamentMode
0x00bdaa5c,26,DesktopLockedStateChanged
0x00bdaa78,23,ScheduleBootReserveJob
0x00bdaaa0,32,GetGameFrameRateReportFrequency
0x00bdaac0,20,ReportGameFrameRate
0x00bdaae0,33,SetGameFrameRateReportingEnabled
0x00bdab04,19,IClientMatchmaking
0x00bdab18,21,GetFavoriteGameCount
0x00bdab30,16,GetFavoriteGame
0x00bdab40,16,AddFavoriteGame
0x00bdab50,19,RemoveFavoriteGame
0x00bdab64,17,RequestLobbyList
0x00bdab80,32,AddRequestLobbyListStringFilter
0x00bdaba0,35,AddRequestLobbyListNumericalFilter
0x00bdabe0,35,AddRequestLobbyListNearValueFilter
0x00bdac20,40,AddRequestLobbyListFilterSlotsAvailable
0x00bdac60,34,AddRequestLobbyListDistanceFilter
0x00bdaca0,37,AddRequestLobbyListResultCountFilter
0x00bdace0,43,AddRequestLobbyListCompatibleMembersFilter
0x00bdad0c,16,GetLobbyByIndex
0x00bdad1c,12,CreateLobby
0x00bdad28,10,JoinLobby
0x00bdad34,11,LeaveLobby
0x00bdad40,18,InviteUserToLobby
0x00bdad54,19,GetNumLobbyMembers
0x00bdad68,22,GetLobbyMemberByIndex
0x00bdad80,13,GetLobbyData
0x00bdad90,13,SetLobbyData
0x00bdada0,19,GetLobbyMemberData
0x00bdadb4,19,SetLobbyMemberData
0x00bdadc8,18,GetLobbyDataCount
0x00bdaddc,20,GetLobbyDataByIndex
0x00bdadf0,16,DeleteLobbyData
0x00bdae00,17,SendLobbyChatMsg
0x00bdae14,18,GetLobbyChatEntry
0x00bdae28,17,RequestLobbyData
0x00bdae3c,19,SetLobbyGameServer
0x00bdae50,19,GetLobbyGameServer
0x00bdae64,20,SetLobbyMemberLimit
0x00bdae78,20,GetLobbyMemberLimit
0x00bdae8c,21,SetLobbyVoiceEnabled
0x00bdaea4,22,RequestFriendsLobbies
0x00bdaebc,13,SetLobbyType
0x00bdaecc,17,SetLobbyJoinable
0x00bdaee0,14,GetLobbyOwner
0x00bdaef0,14,SetLobbyOwner
0x00bdaf00,15,SetLinkedLobby
0x00bdaf10,14,BeginGMSQuery
0x00bdaf20,13,PollGMSQuery
0x00bdaf30,19,GetGMSQueryResults
0x00bdaf44,16,ReleaseGMSQuery
0x00bdaf54,20,QueryServerByFakeIP
0x00bdaf80,34,EnsureFavoriteGameAccountsUpdated
0x00bdafa4,26,ReportGameServerPingReply
0x00bdafc0,15,IClientParties
0x00bdafd0,20,GetNumActiveBeacons
0x00bdafe4,17,GetBeaconByIndex
0x00bdaff8,17,GetBeaconDetails
0x00bdb00c,10,JoinParty
0x00bdb018,31,GetNumAvailableBeaconLocations
0x00bdb038,28,GetAvailableBeaconLocations
0x00bdb054,13,CreateBeacon
0x00bdb064,23,OnReservationCompleted
0x00bdb07c,18,CancelReservation
0x00bdb090,19,ChangeNumOpenSlots
0x00bdb0a4,14,DestroyBeacon
0x00bdb0b4,22,GetBeaconLocationData
0x00bdb0cc,17,ReservePartySlot
0x00bdb0e0,12,IClientApps
0x00bdb0ec,11,GetAppData
0x00bdb0f8,18,SetLocalAppConfig
0x00bdb10c,26,GetAvailableLaunchOptions
0x00bdb128,18,GetAppDataSection
0x00bdb13c,27,GetMultipleAppDataSections
0x00bdb158,27,GetAllOwnedMultiplayerApps
0x00bdb174,27,GetInternalAppIDFromGameID
0x00bdb190,21,RequestAppInfoUpdate
0x00bdb1a8,12,GetDLCCount
0x00bdb1b4,19,BGetDLCDataByIndex
0x00bdb1c8,11,GetAppType
0x00bdb1d4,15,TakeUpdateLock
0x00bdb1e4,16,GetAllAppsKVRaw
0x00bdb1f4,18,ReleaseUpdateLock
0x00bdb208,28,GetLastChangeNumberReceived
0x00bdb224,13,PrintAppInfo
0x00bdb231,17,m_bInProcessPipe
0x00bdb244,18,IClientAppManager
0x00bdb258,10,LaunchApp
0x00bdb264,12,ShutdownApp
0x00bdb270,19,GetAppInstallState
0x00bdb284,18,GetAppContentInfo
0x00bdb298,18,GetAppStagingInfo
0x00bdb2ac,23,BGetContentInfoForApps
0x00bdb2c4,11,InstallApp
0x00bdb2d0,19,GetAppDependencies
0x00bdb2e4,17,GetDependentApps
0x00bdb2f8,18,IsAppDlcInstalled
0x00bdb30c,17,GetAppInstallDir
0x00bdb320,13,UninstallApp
0x00bdb330,20,GetNumInstalledApps
0x00bdb344,17,GetInstalledApps
0x00bdb358,27,BIsWaitingForInstalledApps
0x00bdb374,22,GetAvailableLanguages
0x00bdb38c,19,StartValidatingApp
0x00bdb3a0,17,CancelValidation
0x00bdb3b4,19,MarkContentCorrupt
0x00bdb3c8,15,GetFileDetails
0x00bdb3d8,18,VerifySignedFiles
0x00bdb3ec,19,GetInstalledDepots
0x00bdb400,14,GetUpdateInfo
0x00bdb410,14,BIsDlcEnabled
0x00bdb420,14,SetDlcEnabled
0x00bdb430,14,SetDlcContext
0x00bdb440,23,GetDlcDownloadProgress
0x00bdb458,12,GetDlcSizes
0x00bdb464,15,BIsAppUpToDate
0x00bdb474,18,CheckBetaPassword
0x00bdb488,12,GetNumBetas
0x00bdb494,12,GetBetaInfo
0x00bdb4a0,14,GetActiveBeta
0x00bdb4b0,14,SetActiveBeta
0x00bdb4c0,22,SetDownloadingEnabled
0x00bdb4d8,22,BIsDownloadingEnabled
0x00bdb4f0,17,GetDownloadStats
0x00bdb504,20,GetDownloadingAppID
0x00bdb520,36,GetAutoUpdateTimeRestrictionEnabled
0x00bdb560,36,SetAutoUpdateTimeRestrictionEnabled
0x00bdb5a0,34,GetAutoUpdateTimeRestrictionHours
0x00bdb5e0,38,SetAutoUpdateTimeRestrictionStartHour
0x00bdb620,36,SetAutoUpdateTimeRestrictionEndHour
0x00bdb644,27,GetGlobalAppUpdateBehavior
0x00bdb660,27,SetGlobalAppUpdateBehavior
0x00bdb67c,25,GetAppAutoUpdateBehavior
0x00bdb6a0,41,SetAppAllowDownloadsWhileRunningBehavior
0x00bdb6e0,41,GetAppAllowDownloadsWhileRunningBehavior
0x00bdb720,36,SetAllowDownloadsWhileAnyAppRunning
0x00bdb760,34,BAllowDownloadsWhileAnyAppRunning
0x00bdb784,25,SetAppAutoUpdateBehavior
0x00bdb7a0,32,ChangeAppDownloadQueuePlacement
0x00bdb7c0,25,SetAppDownloadQueueIndex
0x00bdb7dc,25,GetAppDownloadQueueIndex
0x00bdb7f8,26,GetNumAppsInDownloadQueue
0x00bdb820,33,GetAppAutoUpdateDelayedUntilTime
0x00bdb844,23,BHasLocalContentServer
0x00bdb85c,12,BuildBackup
0x00bdb868,15,BuildInstaller
0x00bdb878,13,CancelBackup
0x00bdb888,21,RestoreAppFromBackup
0x00bdb8a0,21,RecoverAppFromFolder
0x00bdb8b8,11,CanMoveApp
0x00bdb8c4,8,MoveApp
0x00bdb8cc,19,GetMoveAppProgress
0x00bdb8e0,14,CancelMoveApp
0x00bdb8f0,16,GetAppStateInfo
0x00bdb900,24,BGetAppStateInfoForApps
0x00bdb918,23,BCanRemotePlayTogether
0x00bdb930,23,BIsLocalMultiplayerApp
0x00bdb948,21,GetNumLibraryFolders
0x00bdb960,21,GetLibraryFolderPath
0x00bdb978,17,AddLibraryFolder
0x00bdb98c,20,RemoveLibraryFolder
0x00bdb9a0,22,BGetLibraryFolderInfo
0x00bdb9b8,22,SetLibraryFolderLabel
0x00bdb9d0,22,GetLibraryFolderLabel
0x00bdb9e8,20,GetAppLibraryFolder
0x00bdb9fc,22,RefreshLibraryFolders
0x00bdba14,19,GetNumAppsInFolder
0x00bdba28,16,GetAppsInFolder
0x00bdba38,24,ForceInstallDirOverride
0x00bdba50,19,SetDebugInstallDir
0x00bdba64,28,SetDownloadThrottleRateKbps
0x00bdba80,28,GetDownloadThrottleRateKbps
0x00bdba9c,26,SuspendDownloadThrottling
0x00bdbac0,35,SetThrottleDownloadsWhileStreaming
0x00bdbb00,33,BThrottleDownloadsWhileStreaming
0x00bdbb24,20,GetLaunchQueryParam
0x00bdbb38,23,BeginLaunchQueryParams
0x00bdbb50,20,SetLaunchQueryParam
0x00bdbb64,24,CommitLaunchQueryParams
0x00bdbb7c,18,AddContentLogLine
0x00bdbb90,21,GetLaunchCommandLine
0x00bdbba8,23,AllowExternalArguments
0x00bdbbc0,22,BGetActiveBetaForApps
0x00bdbbd8,19,GetCurrentLanguage
0x00bdbbec,20,GetFallbackLanguage
0x00bdbc00,19,GetCurrentLanguage
0x00bdbc14,19,SetCurrentLanguage
0x00bdbc28,24,SetUseHTTPSForDownloads
0x00bdbc40,24,GetUseHTTPSForDownloads
0x00bdbc58,25,SetPeerContentServerMode
0x00bdbc74,25,SetPeerContentClientMode
0x00bdbc90,25,GetPeerContentServerMode
0x00bdbcac,25,GetPeerContentClientMode
0x00bdbcc8,26,GetPeerContentServerStats
0x00bdbce4,25,SuspendPeerContentClient
0x00bdbd00,25,SuspendPeerContentServer
0x00bdbd1c,27,GetPeerContentServerForApp
0x00bdbd38,17,NotifyDriveAdded
0x00bdbd4c,19,NotifyDriveRemoved
0x00bdbd60,24,SetAudioDownloadQuality
0x00bdbd78,26,SetGamePerformanceSetting
0x00bdbd94,24,SetGameRenderResolution
0x00bdbdac,22,IClientProductBuilder
0x00bdbdc4,18,SignInstallScript
0x00bdbdd8,8,DRMWrap
0x00bdbde0,8,CEGWrap
0x00bdbde8,20,IClientDepotBuilder
0x00bdbdfc,21,BGetDepotBuildStatus
0x00bdbe14,17,VerifyChunkStore
0x00bdbe28,14,DownloadDepot
0x00bdbe38,14,DownloadChunk
0x00bdbe48,16,StartDepotBuild
0x00bdbe58,15,CommitAppBuild
0x00bdbe68,28,IClientNetworkDeviceManager
0x00bdbe84,17,IsInterfaceValid
0x00bdbe98,15,RefreshDevices
0x00bdbea8,31,LEGACY_EnumerateNetworkDevices
0x00bdbec8,21,LEGACY_GetDeviceType
0x00bdbee0,23,LEGACY_IsCurrentDevice
0x00bdbef8,28,LEGACY_IsCurrentlyConnected
0x00bdbf14,20,LEGACY_GetDeviceIP4
0x00bdbf28,29,LEGACY_GetDeviceBroadcastIP4
0x00bdbf60,35,LEGACY_GetDeviceIPV6InterfaceIndex
0x00bdbf84,23,LEGACY_GetDeviceVendor
0x00bdbf9c,24,LEGACY_GetDeviceProduct
0x00bdbfb4,21,LEGACY_GetMacAddress
0x00bdbfcc,29,LEGACY_GetSubnetMaskBitCount
0x00bdbfec,27,LEGACY_GetRouterAddressIP4
0x00bdc008,26,LEGACY_GetDNSResolversIP4
0x00bdc024,22,LEGACY_GetDeviceState
0x00bdc03c,29,LEGACY_GetDevicePluggedState
0x00bdc060,34,LEGACY_EnumerateWirelessEndpoints
0x00bdc0a0,40,LEGACY_GetConnectedWirelessEndpointSSID
0x00bdc0e0,39,LEGACY_GetWirelessSecurityCapabilities
0x00bdc120,48,LEGACY_GetWirelessEndpointSSIDUserDisplayString
0x00bdc160,35,LEGACY_GetWirelessEndpointStrength
0x00bdc184,26,LEGACY_IsSecurityRequired
0x00bdc1a0,36,LEGACY_GetCachedWirelessCredentials
0x00bdc1c4,21,DisconnectFromDevice
0x00bdc1dc,20,SetCustomIPSettings
0x00bdc1f0,16,ConnectToDevice
0x00bdc200,17,SetDeviceOptions
0x00bdc220,37,LEGACY_IsWirelessEndpointForgettable
0x00bdc248,23,ForgetWirelessEndpoint
0x00bdc260,19,LEGACY_IsUsingDHCP
0x00bdc274,20,GetCustomIPSettings
0x00bdc288,22,GetNetworkDevicesData
0x00bdc2a0,15,SetWifiEnabled
0x00bdc2b0,23,SetWifiScanningEnabled
0x00bdc2c8,13,SetProxyInfo
0x00bdc2d8,13,GetProxyInfo
0x00bdc2e8,30,GetObviousConnectivityProblem
0x00bdc320,36,TEST_SetFakeLocalSystemStateSetting
0x00bdc360,36,TEST_GetFakeLocalSystemStateSetting
0x00bdc3a0,38,TEST_GetFakeLocalSystemEffectiveState
0x00bdc3e0,36,TEST_SetEmulateSingleWirelessDevice
0x00bdc420,36,TEST_GetEmulateSingleWirelessDevice
0x00bdc444,25,IClientSystemPerfManager
0x00bdc460,17,IsInterfaceValid
0x00bdc474,18,GetDiagnosticInfo
0x00bdc488,9,GetState
0x00bdc494,15,UpdateSettings
0x00bdc4c0,32,SetRefreshRateExternallyManaged
0x00bdc4e0,18,GetLegacySettings
0x00bdc4f4,25,IClientSystemDockManager
0x00bdc510,17,IsInterfaceValid
0x00bdc524,9,GetState
0x00bdc530,15,UpdateFirmware
0x00bdc540,16,DisarmSafetyNet
0x00bdc550,26,IClientSystemAudioManager
0x00bdc56c,17,IsInterfaceValid
0x00bdc580,9,GetState
0x00bdc58c,16,UpdateSomething
0x00bdc59c,28,IClientSystemDisplayManager
0x00bdc5b8,17,IsInterfaceValid
0x00bdc5cc,9,GetState
0x00bdc5d8,8,SetMode
0x00bdc5e0,18,ClearModeOverride
0x00bdc5f4,21,SetCompatibilityMode
0x00bdc60c,24,SetGameResolutionGlobal
0x00bdc624,21,IClientSystemManager
0x00bdc63c,12,GetSettings
0x00bdc648,15,UpdateSettings
0x00bdc658,15,ShutdownSystem
0x00bdc668,14,SuspendSystem
0x00bdc678,14,RestartSystem
0x00bdc688,23,FormatRemovableStorage
0x00bdc6a0,16,GetOSBranchList
0x00bdc6b0,19,GetCurrentOSBranch
0x00bdc6c4,15,SelectOSBranch
0x00bdc6d4,15,GetUpdateState
0x00bdc6e4,15,CheckForUpdate
0x00bdc6f4,12,ApplyUpdate
0x00bdc700,33,SetBackgroundUpdateCheckInterval
0x00bdc724,19,ClearAudioDefaults
0x00bdc738,21,RunDeckMicEnableHack
0x00bdc750,28,RunDeckEchoCancellationHack
0x00bdc76c,21,GetDisplayBrightness
0x00bdc784,21,SetDisplayBrightness
0x00bdc79c,17,IClientUserStats
0x00bdc7b0,12,GetNumStats
0x00bdc7bc,12,GetStatName
0x00bdc7c8,12,GetStatType
0x00bdc7d4,19,GetNumAchievements
0x00bdc7e8,19,GetAchievementName
0x00bdc7fc,20,RequestCurrentStats
0x00bdc820,37,DeprecatedPublic_RequestCurrentStats
0x00bdc848,8,GetStat
0x00bdc850,8,GetStat
0x00bdc858,8,SetStat
0x00bdc860,8,SetStat
0x00bdc868,18,UpdateAvgRateStat
0x00bdc87c,11,StoreStats
0x00bdc888,15,GetAchievement
0x00bdc898,15,SetAchievement
0x00bdc8a8,17,ClearAchievement
0x00bdc8bc,23,GetAchievementProgress
0x00bdc8d4,27,GetUserAchievementProgress
0x00bdc8f0,19,GetAchievementIcon
0x00bdc904,23,BGetAchievementIconURL
0x00bdc91c,31,GetAchievementDisplayAttribute
0x00bdc93c,28,IndicateAchievementProgress
0x00bdc958,18,SetMaxStatsLoaded
0x00bdc96c,17,RequestUserStats
0x00bdc980,12,GetUserStat
0x00bdc98c,12,GetUserStat
0x00bdc998,19,GetUserAchievement
0x00bdc9ac,14,ResetAllStats
0x00bdc9bc,24,FindOrCreateLeaderboard
0x00bdc9d4,16,FindLeaderboard
0x00bdc9e4,19,GetLeaderboardName
0x00bdc9f8,25,GetLeaderboardEntryCount
0x00bdca14,25,GetLeaderboardSortMethod
0x00bdca30,26,GetLeaderboardDisplayType
0x00bdca4c,27,DownloadLeaderboardEntries
0x00bdca80,35,DownloadLeaderboardEntriesForUsers
0x00bdcaa4,30,GetDownloadedLeaderboardEntry
0x00bdcac4,23,UploadLeaderboardScore
0x00bdcadc,21,AttachLeaderboardUGC
0x00bdcaf4,26,GetNumberOfCurrentPlayers
0x00bdcb10,27,GetNumAchievedAchievements
0x00bdcb2c,27,GetLastAchievementUnlocked
0x00bdcb60,33,GetMostRecentAchievementUnlocked
0x00bdcba0,36,RequestGlobalAchievementPercentages
0x00bdcbc4,31,GetMostAchievedAchievementInfo
0x00bdcc00,35,GetNextMostAchievedAchievementInfo
0x00bdcc24,30,GetAchievementAchievedPercent
0x00bdcc44,19,RequestGlobalStats
0x00bdcc58,14,GetGlobalStat
0x00bdcc68,14,GetGlobalStat
0x00bdcc78,21,GetGlobalStatHistory
0x00bdcc90,21,GetGlobalStatHistory
0x00bdcca8,29,GetAchievementProgressLimits
0x00bdccc8,29,GetAchievementProgressLimits
0x00bdcce8,23,BAchievementIconLoaded
0x00bdcd00,18,IClientNetworking
0x00bdcd14,14,SendP2PPacket
0x00bdcd24,21,IsP2PPacketAvailable
0x00bdcd3c,14,ReadP2PPacket
0x00bdcd4c,25,AcceptP2PSessionWithUser
0x00bdcd68,24,CloseP2PSessionWithUser
0x00bdcd80,24,CloseP2PChannelWithUser
0x00bdcd98,19,GetP2PSessionState
0x00bdcdac,20,AllowP2PPacketRelay
0x00bdcdc0,19,CreateListenSocket
0x00bdcdd4,26,CreateP2PConnectionSocket
0x00bdcdf0,23,CreateConnectionSocket
0x00bdce08,14,DestroySocket
0x00bdce18,20,DestroyListenSocket
0x00bdce2c,17,SendDataOnSocket
0x00bdce40,24,IsDataAvailableOnSocket
0x00bdce58,23,RetrieveDataFromSocket
0x00bdce70,16,IsDataAvailable
0x00bdce80,13,RetrieveData
0x00bdce90,14,GetSocketInfo
0x00bdcea0,20,GetListenSocketInfo
0x00bdceb4,24,GetSocketConnectionType
0x00bdcecc,17,GetMaxPacketSize
0x00bdcee0,21,IClientRemoteStorage
0x00bdcef8,10,FileWrite
0x00bdcf04,9,FileRead
0x00bdcf10,15,FileWriteAsync
0x00bdcf20,14,FileReadAsync
0x00bdcf30,22,FileReadAsyncComplete
0x00bdcf48,12,GetFileSize
0x00bdcf54,17,GetFileTimestamp
0x00bdcf68,18,EGetFileSyncState
0x00bdcf7c,15,BIsFileSyncing
0x00bdcf8c,11,FileExists
0x00bdcf98,14,FilePersisted
0x00bdcfa8,13,GetFileCount
0x00bdcfb8,19,GetFileNameAndSize
0x00bdcfcc,9,GetQuota
0x00bdcfd8,17,GetUGCQuotaUsage
0x00bdcfec,24,InitializeUGCQuotaUsage
0x00bdd004,12,FilePersist
0x00bdd010,10,FileTouch
0x00bdd01c,10,FileFetch
